ссылка,комнаты,площадь,этаж,цена в месяц,залог,комиссия,ЖКУ и счетчики,адрес,станция метро,шаговая доступность,ссылка на агенство,агенство,количество завершенных сделок ,реквизиты статус
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_1717_et._4042557201,1-к. квартира,40 м²,17/17 эт.,55 000  , 110 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"пос. Коммунарка, жилой комплекс Бунинские Луга, 3.7.1",Коммунарка,21–30 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_2436_et._3793210580,2-к. квартира,60 м²,24/36 эт.,180 000  , 180 000 ,0%,ЖКУ включены без счетчиков,"Мукомольный пр., 2",Шелепиха,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_615_m_2022_et._4050369192,2-к. квартира,"61,5 м²",20/22 эт.,53 000  , 53 000 , 60%,ЖКУ включены без счетчиков,"Дегунинская ул., 3к2",Селигерская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_44_m_2626_et._4289695374,1-к. квартира,44 м²,26/26 эт.,60 000  , 60 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Варшавское ш., 170Ек3",Лесопарковая,6–10 мин.,https://www.avito.ru/user/00118fea18234181a9825877e3e637be/profile?src=search_seller_info,"""АСТ"" Недвижимость",7981,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_14_m_15_et._3985993262,Квартира-студия,14 м²,1/5 эт.,26 000  , 26 000 ,0%,ЖКУ включены без счетчиков,"Гостиничная ул., 10к5",Окружная,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_22_m_1830_et._3625005282,Квартира-студия,22 м²,18/30 эт.,50 000  , 50 000 ,0%,ЖКУ 0 ₽ + счетчики,"Новохохловская ул., 15к3",Новохохловская,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_40_m_1014_et._3888280897,2-к. квартира,40 м²,10/14 эт.,55 000  , 55 000 , 60%,ЖКУ включены без счетчиков,"Нагорная ул., 23к3",Нагорная,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_87_m_89_et._3945720844,3-к. квартира,87 м²,8/9 эт.,80 000  , 120 000 ,0%,ЖКУ 10 000 ₽ + счетчики,"ул. Верхняя Хохловка, 39/47",Нижегородская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_55_m_16_et._2470525814,3-к. квартира,55 м²,1/6 эт.,65 000  , 65 000 , 60%,ЖКУ включены без счетчиков,"Октябрьская ул., 38к2",Марьина Роща,6–10 мин.,https://www.avito.ru/user/48320b309adee139547cfa54c2cb1fe8/profile?src=search_seller_info,Квартирант/ Служба заселения,16,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_48_m_612_et._3960005999,2-к. квартира,48 м²,6/12 эт.,64 000  , 64 000 , 50%,ЖКУ включены без счетчиков,"ул. Удальцова, 16",Проспект Вернадского,до 5 мин.,https://www.avito.ru/user/1de7d3fed51cf906b662ee01b36414f8/profile?src=search_seller_info,Юлия П,38,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_463_m_89_et._3886243618,2-к. квартира,"46,3 м²",8/9 эт.,56 990  , 56 990 , 50%,ЖКУ включены без счетчиков,"Онежская ул., 53к1",Беломорская,21–30 мин.,https://www.avito.ru/user/373628e4ff4f4c373ce308f030a67dc5/profile?src=search_seller_info,Квадраты Москвы,5703,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_60_m_6268_et._3509776505,2-к. апартаменты,60 м²,62/68 эт.,210 000  , 210 000 ,0%,Все ЖКУ включены,"1-й Красногвардейский пр., 22с1",Международная,до 5 мин.,https://www.avito.ru/user/aab0358a9fed12fe61e48c8a6f5bdbb2/profile?src=search_seller_info,CITYSCAPE RENTALS,12,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_724_et._4041884121,2-к. квартира,60 м²,7/24 эт.,70 000  , 70 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Тагильская ул., 4А",Бульвар Рокоссовского,16–20 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_714_et._1878398873,1-к. квартира,35 м²,7/14 эт.,32 000  , 32 000 , 50%,ЖКУ включены без счетчиков,"ул. Брусилова, 15к1",р-н Южное Бутово,,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_916_et._3415287036,1-к. квартира,40 м²,9/16 эт.,43 000  , 43 000 , 50%,ЖКУ включены без счетчиков,"Волынская ул., 10",Солнцево,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_43_m_1717_et._3734352464,2-к. квартира,43 м²,17/17 эт.,80 000  ,80 000 ,60%,ЖКУ включены без счетчиков,"3-я Мытищинская ул., 3к2",,6–10 мин.,,3 дня назад,,
https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_84_m_57_et._3313370250,2-к. апартаменты,84 м²,5/7 эт.,230 000  ,0,0%,Все ЖКУ включены,"Ленинградский пр-т, 15с28",Белорусская,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_69_et._2416878515,1-к. квартира,40 м²,6/9 эт.,45 000  , 45 000 , 50%,ЖКУ включены без счетчиков,"Ореховый б-р, 12к2",Домодедовская,6–10 мин.,https://www.avito.ru/user/a61d8aff14bb1151441dfbc1cace37b4/profile?src=search_seller_info,Capital Mars,62317,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_15_et._4041592971,2-к. квартира,45 м²,1/5 эт.,55 000  , 55 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Большая Черкизовская ул., 5к3",Преображенская площадь,до 5 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_40_m_514_et._3753607392,2-к. квартира,40 м²,5/14 эт.,50 000  , 50 000 , 50%,ЖКУ 7 000 ₽ + счетчики,"Складочная ул., 8к2",Дмитровская,11–15 мин.,https://www.avito.ru/user/a162e6dda2c87480d28bcfefc83e4f75/profile?src=search_seller_info,AS-Homе,150,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_55_m_837_et._4289741281,2-к. квартира,55 м²,8/37 эт.,100 000  , 100 000 , 50%,ЖКУ 10 000 ₽ + счетчики,"пр-т 60-летия Октября, 17",Академическая,6–10 мин.,https://www.avito.ru/user/00118fea18234181a9825877e3e637be/profile?src=search_seller_info,"""АСТ"" Недвижимость",7981,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_342_m_79_et._3753197387,Квартира-студия,"34,2 м²",7/9 эт.,37 000  , 37 000 ,0%,ЖКУ включены без счетчиков,"пос. Коммунарка, ул. Александры Монаховой, 96к2",Бунинская аллея,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_50_m_312_et._3832967912,1-к. квартира,50 м²,3/12 эт.,89 000  , 44 500 ,0%,Все ЖКУ включены,"ул. Малая Дмитровка, 24/2",Маяковская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_35_m_1214_et._3656142043,Квартира-студия,35 м²,12/14 эт.,45 000  ,0,0%,ЖКУ 0 ₽ + счетчики,"Ферганская ул., 11к6",Юго-Восточная,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_39_et._3886433467,2-к. квартира,45 м²,3/9 эт.,75 000  , 75 000 , 70%,ЖКУ включены без счетчиков,"Бутырская ул., 76с1",Дмитровская,6–10 мин.,https://www.avito.ru/user/373628e4ff4f4c373ce308f030a67dc5/profile?src=search_seller_info,Квадраты Москвы,5703,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_912_et._3687706594,2-к. квартира,60 м²,9/12 эт.,55 000  , 55 000 , 50%,Все ЖКУ включены,"ул. Тёплый Стан, 15к4",Тёплый стан,11–15 мин.,https://www.avito.ru/user/a01f6393f2f68c78f56c9fc0809b0393/profile?src=search_seller_info,"Агентство недвижимости ""Мой Дом""",16243,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_39_m_214_et._3807934350,1-к. квартира,39 м²,2/14 эт.,40 000  , 40 000 ,0%,Все ЖКУ включены,"Курганская ул., 4",Щёлковская,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_1214_et._4042116094,2-к. квартира,60 м²,12/14 эт.,65 000  , 65 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Веерная ул., 1к1",Аминьевская,21–30 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_912_et._3804165017,1-к. квартира,35 м²,9/12 эт.,40 000  , 40 000 ,0%,ЖКУ включены без счетчиков,"Болотниковская ул., 38к5",Нахимовский проспект,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_55_m_35_et._4042135416,2-к. квартира,55 м²,3/5 эт.,140 000  , 70 000 , 50%,ЖКУ 10 000 ₽ + счетчики,"ул. Большая Ордынка, 17с1",Третьяковская,до 5 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_43_m_817_et._3674449561,1-к. квартира,43 м²,8/17 эт.,38 000  , 38 000 , 50%,ЖКУ включены без счетчиков,"Лухмановская ул., 15к4",Улица Дмитриевского,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_20_m_1216_et._2450646270,Квартира-студия,20 м²,12/16 эт.,40 000  , 40 000 ,0%,ЖКУ включены без счетчиков,"Люблинская ул., 78к3",Братиславская,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_45_m_220_et._3824666784,1-к. квартира,45 м²,2/20 эт.,90 000  , 90 000 , 50%,ЖКУ включены без счетчиков,"Ленинградское ш., 69к3",Беломорская,21–30 мин.,https://www.avito.ru/user/a61d8aff14bb1151441dfbc1cace37b4/profile?src=search_seller_info,Capital Mars,62317,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_35_m_1618_et._2340183934,Квартира-студия,35 м²,16/18 эт.,39 999  ," 19 999,50 ",0%,ЖКУ включены без счетчиков,"пос. Коммунарка, ул. Александры Монаховой, 92к3",Бунинская аллея,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_42_m_116_et._2318000969,1-к. квартира,42 м²,1/16 эт.,50 000  , 50 000 ,100%,ЖКУ включены без счетчиков,"ул. Сокольнический Вал, 22",Сокольники,16–20 мин.,https://www.avito.ru/user/72cfc5838c6ac1efacb0cf91553d142f/profile?src=search_seller_info,"""СТОЛИЦА"" Департамент Недвижимости",11880,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_576_m_55_et._3756662344,3-к. квартира,"57,6 м²",5/5 эт.,65 000  , 65 000 ,0%,ЖКУ включены без счетчиков,"Зарайская ул., 33",Стахановская,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_42_m_2020_et._3974204767,2-к. квартира,42 м²,20/20 эт.,75 000  , 75 000 , 50%,ЖКУ включены без счетчиков,"Выборгская ул., 7к2",Водный стадион,6–10 мин.,https://www.avito.ru/user/59cc2e2c8be6508192f7119b58eb5d7b/profile?src=search_seller_info,ERA,480,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_55_m_722_et._4042500348,2-к. квартира,55 м²,7/22 эт.,75 000  , 75 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"1-й Грайвороновский пр., 13к1",Текстильщики,21–30 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_50_m_19_et._3955194023,2-к. квартира,50 м²,1/9 эт.,50 000  , 50 000 , 60%,ЖКУ включены без счетчиков,"Кировоградская ул., 40к1",Улица академика Янгеля,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_48_m_29_et._3700908104,2-к. квартира,48 м²,2/9 эт.,120 000  , 240 000 ,0%,ЖКУ включены без счетчиков,"ул. Плющиха, 42",Киевская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_59_et._3876934298,1-к. квартира,40 м²,5/9 эт.,55 000  , 55 000 ,0%,ЖКУ включены без счетчиков,"Даниловская наб., 2к4",Тульская,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_42_m_438_et._4009750723,2-к. квартира,42 м²,4/38 эт.,95 000  , 95 000 ,0%,ЖКУ 5 000 ₽ + счетчики,"Мосфильмовская ул., 98к2",Аминьевская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_15_et._3711223381,2-к. квартира,45 м²,1/5 эт.,50 000  , 50 000 ,100%,ЖКУ включены без счетчиков,"Инициативная ул., 16к5",Давыдково,до 5 мин.,https://www.avito.ru/user/39eb4237b367cbe6ddabc0a9e319c54a/profile?src=search_seller_info,ПАРТНЁР,34,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_42_m_15_et._3655710948,2-к. квартира,42 м²,1/5 эт.,45 000  , 45 000 ,0%,ЖКУ включены без счетчиков,"ул. Маршала Чуйкова, 22к1",Кузьминки,6–10 мин.,https://www.avito.ru/user/d032366cfb380265eb9570238f2ad001/profile?src=search_seller_info,Вероника Островская,110,Документы проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_42_m_1324_et._3961874962,1-к. квартира,42 м²,13/24 эт.,60 000  , 60 000 ,0%,Все ЖКУ включены,"Муравская ул., 46к2",Пятницкое шоссе,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_1114_m_423_et._3646487242,3-к. квартира,"111,4 м²",4/23 эт.,120 000  , 120 000 , 50%,ЖКУ включены без счетчиков,"Истринская ул., 8к3",Кунцевская,11–15 мин.,https://www.avito.ru/user/426fe2c9c4a24ce281190a0c4af63287/profile?src=search_seller_info,Apple Real Estate,8672,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_19_m_18_et._3961665488,Квартира-студия,19 м²,1/8 эт.,50 000  , 50 000 , 50%,ЖКУ включены без счетчиков,"Ленинский пр-т, 62/1",Академическая,16–20 мин.,https://www.avito.ru/user/8cb0e4d6c095dc5f5498811fc216aeb1/profile?src=search_seller_info,Агентство недвижимости ОГРК-ЦЕНТР,60839,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_72_m_18_et._3799443007,3-к. квартира,72 м²,1/8 эт.,65 000  , 65 000 ,0%,ЖКУ включены без счетчиков,"Чечёрский пр., 90",Бунинская аллея,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_50_m_39_et._3708344093,2-к. квартира,50 м²,3/9 эт.,47 000  , 23 500 , 80%,ЖКУ включены без счетчиков,"ул. Молодцова, 4",Медведково,21–30 мин.,https://www.avito.ru/user/dbc0fab1580458619a7ea4e192f652cf/profile?src=search_seller_info,Абсолют Капитал Недвижимость,19718,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_50_m_1128_et._4041784497,2-к. квартира,50 м²,11/28 эт.,110 000  , 110 000 , 50%,ЖКУ 10 000 ₽ + счетчики,"Волоколамское ш., 24к1",Стрешнево,до 5 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_591_m_25_et._3840740188,2-к. квартира,"59,1 м²",2/5 эт.,70 000  , 70 000 ,0%,ЖКУ 0 ₽ + счетчики,"Можайское ш., 11",Кунцевская,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_65_m_1317_et._4042526801,2-к. квартира,65 м²,13/17 эт.,65 000  , 65 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"ул. Авиаконструктора Петлякова, 13к1",Пыхтино,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_37_m_45_et._3886258501,1-к. квартира,37 м²,4/5 эт.,70 000  , 70 000 , 50%,ЖКУ включены без счетчиков,"1-я Дубровская ул., 4Б",Пролетарская,6–10 мин.,https://www.avito.ru/user/373628e4ff4f4c373ce308f030a67dc5/profile?src=search_seller_info,Квадраты Москвы,5703,Документы проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_214_et._3824882482,1-к. квартира,35 м²,2/14 эт.,50 000  , 50 000 , 50%,ЖКУ включены без счетчиков,"ул. Паршина, 35к1",Щукинская,от 31 мин.,https://www.avito.ru/user/a61d8aff14bb1151441dfbc1cace37b4/profile?src=search_seller_info,Capital Mars,62317,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_65_m_45_et._3841012608,3-к. квартира,65 м²,4/5 эт.,60 000  , 60 000 , 50%,ЖКУ включены без счетчиков,"Бобруйская ул., 4к1",Молодёжная,11–15 мин.,https://www.avito.ru/user/48dd3c30dec60e242e6967cf4cd49079/profile?src=search_seller_info,A Search,1217,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_65_m_630_et._4010162169,2-к. квартира,65 м²,6/30 эт.,110 000  , 110 000 , 50%,ЖКУ 10 000 ₽ + счетчики,"Волгоградский пр-т, 32/5к1",Угрешская,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_187_m_225_et._2212720561,Квартира-студия,"18,7 м²",2/25 эт.,45 000  ,0,0%,ЖКУ включены без счетчиков,"Полярная ул., 27к2",Медведково,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_42_m_1219_et._3753415920,1-к. квартира,42 м²,12/19 эт.,33 000  , 33 000 , 50%,ЖКУ включены без счетчиков,"рп. Дрожжино, Южная ул., 13",Улица Скобелевская,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_100_m_333_et._2558484425,3-к. квартира,100 м²,3/33 эт.,120 000  , 120 000 , 50%,ЖКУ включены без счетчиков,"1-й Нагатинский пр., 11к3",Нагатинская,16–20 мин.,https://www.avito.ru/user/426fe2c9c4a24ce281190a0c4af63287/profile?src=search_seller_info,Apple Real Estate,8672,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_39_m_1117_et._3814821632,1-к. квартира,39 м²,11/17 эт.,75 000  , 75 000 ,0%,Все ЖКУ включены,"ул. Народного Ополчения, 7к3",Народное Ополчение,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_56_m_1317_et._2227886138,2-к. квартира,56 м²,13/17 эт.,55 000  ,,,,Залог 55 000 ₽ · Комиссия 50% · ЖКУ включены без счетчиков,"ул. Исаковского, 20к1",11–15 мин.,https://www.avito.ru/user/8d24504e19aa67ecbbc8381c413afdd9/profile?src=search_seller_info,2 дня назад,Аренда Продажа Балашиха,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_41_m_2626_et._3701400203,1-к. квартира,41 м²,26/26 эт.,60 000  , 60 000 ,0%,ЖКУ включены без счетчиков,"Варшавское ш., 170Ек3",Лесопарковая,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_523_m_310_et._3756924274,2-к. квартира,"52,3 м²",3/10 эт.,60 000  , 60 000 ,100%,ЖКУ включены без счетчиков,"Хвалынский б-р, 7/11к1",Лермонтовский проспект,до 5 мин.,https://www.avito.ru/user/87a234444c77782bf18c73b9da75dbce/profile?src=search_seller_info,ИН СИТИ,182,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_74_m_1032_et._3825459210,2-к. квартира,74 м²,10/32 эт.,80 000  , 80 000 , 50%,ЖКУ включены без счетчиков,"Дубнинская ул., 40Ак3",Яхромская,16–20 мин.,https://www.avito.ru/user/a61d8aff14bb1151441dfbc1cace37b4/profile?src=search_seller_info,Capital Mars,62317,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_501_m_114_et._3970087254,2-к. квартира,"50,1 м²",1/14 эт.,70 000  , 70 000 ,0%,ЖКУ включены без счетчиков,"Стрелецкая ул., 9к2",Марьина Роща,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_15_m_24_et._3710653328,1-к. квартира,15 м²,2/4 эт.,35 000  , 35 000 , 50%,ЖКУ включены без счетчиков,"Новоданиловский пр., 4",Тульская,11–15 мин.,https://www.avito.ru/user/3f08526859f379b3647219dda61b3723/profile?src=search_seller_info,ГОРОБМЕН,18903,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_65_m_1619_et._4041837208,2-к. квартира,65 м²,16/19 эт.,62 000  , 62 000 , 50%,ЖКУ 6 000 ₽ + счетчики,"ул. Дмитрия Ульянова, 23к1",Академическая,до 5 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_47_m_112_et._3803846550,2-к. квартира,47 м²,1/12 эт.,60 000  , 60 000 , 60%,ЖКУ включены без счетчиков,"Рабочая ул., 14",Римская,до 5 мин.,https://www.avito.ru/user/b554be94f832b1989bdaba49853294a1/profile?src=search_seller_info,ЕвроДома,7979,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_923_et._4042215425,1-к. квартира,40 м²,9/23 эт.,60 000  , 60 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Рублёвское ш., 44к1",Крылатское,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_989_m_4554_et._3923962456,3-к. квартира,"98,9 м²",45/54 эт.,160 000  , 80 000 , 31%,ЖКУ включены без счетчиков,"Мосфильмовская ул., 8",Минская,21–30 мин.,https://www.avito.ru/user/b941150141f770da7c8f04e7ae0239fe/profile?src=search_seller_info,КБМ,191,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_50_m_612_et._4042014934,2-к. квартира,50 м²,6/12 эт.,48 000  , 48 000 , 50%,ЖКУ 0 ₽ + счетчики,"Саянская ул., 11к2",Новогиреево,от 31 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_45_et._4009615254,1-к. квартира,35 м²,4/5 эт.,55 000  , 55 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"пр-т Мира, 200",Ростокино,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_70_m_35_et._3723106110,3-к. квартира,70 м²,3/5 эт.,55 000  , 55 000 ,100%,ЖКУ включены без счетчиков,"4-й Верхний Михайловский пр., 10к4",Площадь Гагарина,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_42_m_414_et._3825337003,1-к. квартира,42 м²,4/14 эт.,40 000  , 40 000 , 50%,ЖКУ включены без счетчиков,"ул. Маршала Савицкого, 22к2",р-н Южное Бутово,,https://www.avito.ru/user/a61d8aff14bb1151441dfbc1cace37b4/profile?src=search_seller_info,Capital Mars,62317,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_45_m_721_et._1191390313,1-к. квартира,45 м²,7/21 эт.,51 000  , 51 000 ,0%,ЖКУ 2 000 ₽ + счетчики,"Дмитровское ш., 124А",Физтех,6–10 мин.,https://www.avito.ru/user/1743989a42a5c173748389819f166ebc/profile?src=search_seller_info,Kraft,46,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_55_m_1733_et._4042270305,2-к. квартира,55 м²,17/33 эт.,100 000  , 100 000 , 50%,ЖКУ 10 000 ₽ + счетчики,"ул. Академика Павлова, 56к1",Крылатское,11–15 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_401_m_15_et._3804280668,2-к. квартира,"40,1 м²",1/5 эт.,38 000  , 38 000 , 50%,ЖКУ включены без счетчиков,"Бобруйская ул., 32",Молодёжная,21–30 мин.,https://www.avito.ru/user/85fbccc09160faf2c36ef830a129cea6/profile?src=search_seller_info,i-deal.экосистема для риэлтора,1106,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_25_m_16_et._2617447099,Апартаменты-студия,25 м²,1/6 эт.,40 000  , 40 000 ,0%,ЖКУ включены без счетчиков,"ул. Перерва, 16",Марьино,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_65_m_79_et._4041599410,3-к. квартира,65 м²,7/9 эт.,65 000  , 65 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Ясногорская ул., 3",Ясенево,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_1016_et._2410186446,2-к. квартира,60 м²,10/16 эт.,70 000  , 140 000 ,0%,ЖКУ включены без счетчиков,"пр-т Маршала Жукова, 51",Народное Ополчение,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_31_m_19_et._3824694727,1-к. квартира,31 м²,1/9 эт.,100 000  , 100 000 , 50%,ЖКУ включены без счетчиков,"Донская ул., 25с1",Шаболовская,6–10 мин.,https://www.avito.ru/user/a61d8aff14bb1151441dfbc1cace37b4/profile?src=search_seller_info,Capital Mars,62317,Реквизиты проверены
https://www.avito.ru/moskva_zelenograd/kvartiry/kvartira-studiya_123_m_29_et._3558364696,Квартира-студия,"12,3 м²",2/9 эт.,31 000  ,0, 60%,ЖКУ включены без счетчиков,,Зеленоград,,https://www.avito.ru/user/b5d0854d0c99b08159fa6757cab83a48/profile?src=search_seller_info,ПИК-Арендa,20323,Реквизиты проверены
